participant_id,displayCondition,socialCondition,dimensionOrder,displayOrder,experiment_phase,response,rankOrder,orderedRanks
148,integrated,operator,"Craft,Direction,Status,Speed,Role","3,0,2,4,1",verbal_report_textbox_phase3,"Not knowing if it was airplanes or submarines, I mainly relied on speed and direction to determine hostility or friendliness.","Craft,Speed,Direction,Role,Status","1,2,3,4,5"
149,integrated,operator,"Status,Speed,Craft,Role,Direction","0,4,3,2,1",verbal_report_textbox_phase2,Friendly if undamaged. Maximum confidence if the role was autonomous and direction right. High uncertainty for submarines.,"Status,Role,Craft,Direction,Speed","1,2,3,4,5"
149,integrated,operator,"Status,Speed,Craft,Role,Direction","0,4,3,2,1",verbal_report_textbox_phase3,Autonomous crafts hostile and decoy crafts friendly. Higher uncertainty for decoy submarines,"Role,Craft,Direction,Speed,Status","1,2,3,4,5"
150,integrated,operator,"Craft,Speed,Role,Direction,Status","2,4,1,0,3",verbal_report_textbox_phase2,I have decided to judge the damaged boats as hostile with greater speed,"Direction,Role,Craft,Speed,Status","1,2,4,4,5"
150,integrated,operator,"Craft,Speed,Role,Direction,Status","2,4,1,0,3",verbal_report_textbox_phase3,"I decided based on the damage and speed of the craft; if damaged and fast it is hostile. In case of doubt, I also judged on the basis of the role","Craft,Direction,Role,Speed,Status","1,1,3,4,5"
151,integrated,operator,"Direction,Status,Speed,Role,Craft","3,4,2,0,1",verbal_report_textbox_phase2,"I mainly decided whether they were left or right (left for friendly, right for hostile)","Direction,Status,Craft,Role,Speed","1,2,3,4,5"
151,integrated,operator,"Direction,Status,Speed,Role,Craft","3,4,2,0,1",verbal_report_textbox_phase3,By decoy or autonomous,"Direction,Role,Status,Craft,Speed","1,2,3,4,5"
152,integrated,operator,"Speed,Craft,Role,Status,Direction","0,1,4,2,3",verbal_report_textbox_phase2,I decided that craft was friendly or hostile if the speed was too high and if it was damaged or not. When the speed was high and it was a damaged decoy it most certainly was a hostile craft. ,"Craft,Direction,Role,Speed,Status","1,2,4,4,5"
152,integrated,operator,"Speed,Craft,Role,Status,Direction","0,1,4,2,3",verbal_report_textbox_phase3,"In this task, I decided if the craft was friendly or hostile when the speed of the craft was too high and if it was damaged or not. It was hard to choose the craft because I didn't have the information about the decoys.","Status,Speed,Craft,Direction,Role","1,1,2,3,4"
153,integrated,operator,"Role,Speed,Craft,Direction,Status","1,0,4,2,3",verbal_report_textbox_phase2,"In my opinion, speed was extremely important. Usually, if an enemy has bad intentions he won't move slowly. \nAlso damaged craft is less likely to attack us. \n. \n\n","Craft,Speed,Status,Direction,Role","1,1,2,3,4"
153,integrated,operator,"Role,Speed,Craft,Direction,Status","1,0,4,2,3",verbal_report_textbox_phase3,"Same as before. For me, the most important aspect is the speed of the craft. Also, I couldn't tell if the craft was damaged or not so this time it was harder to decide. \nAlso, I was considering decoys to be more hostile - combined with high speed. \n\n","Speed,Status,Craft,Role,Direction","1,2,3,3,4"
154,integrated,operator,"Craft,Speed,Role,Direction,Status","1,3,2,0,4",verbal_report_textbox_phase2,I assessed the damage status and what might suggest the speed of movement.,"Direction,Role,Speed,Craft,Status","1,2,2,5,5"
154,integrated,operator,"Craft,Speed,Role,Direction,Status","1,3,2,0,4",verbal_report_textbox_phase3,The direction it was coming from.,"Craft,Role,Speed,Status,Direction","2,2,2,3,5"
155,integrated,operator,"Craft,Role,Speed,Direction,Status","0,3,4,1,2",verbal_report_textbox_phase2,"I think if the craft was damaged was a sign that the craft is hostile, also if the craft was type decoy was a sign of friendly craft in my opinion.","Direction,Craft,Speed,Status,Role","1,2,3,4,5"
155,integrated,operator,"Craft,Role,Speed,Direction,Status","0,3,4,1,2",verbal_report_textbox_phase3,"Same as last description, in my opinion damaged craft of autonomous craft are hostile, in other hand if they are decoy type and not damaged they are friendlly in my point of view.","Craft,Direction,Speed,Status,Role","1,2,3,4,5"
156,integrated,operator,"Direction,Status,Speed,Role,Craft","0,1,4,2,3",verbal_report_textbox_phase2,"kind of randomly, didn't have a nice grasp on the matter","Speed,Role,Status,Direction,Craft","1,2,3,4,5"
156,integrated,operator,"Direction,Status,Speed,Role,Craft","0,1,4,2,3",verbal_report_textbox_phase3,i marked the fast ones as dangerous and the slow ones as friendly,"Speed,Role,Craft,Direction,Status","1,2,3,4,5"
157,integrated,operator,"Direction,Craft,Speed,Status,Role","1,2,3,4,0",verbal_report_textbox_phase2,"According to the scale of importance I previously did, I tried to follow it in answering","Role,Direction,Status,Speed,Craft","1,2,3,4,5"
157,integrated,operator,"Direction,Craft,Speed,Status,Role","1,2,3,4,0",verbal_report_textbox_phase3,"","Role,Direction,Status,Speed,Craft","1,2,3,4,5"
158,integrated,operator,"Role,Direction,Craft,Status,Speed","1,2,4,3,0",verbal_report_textbox_phase2,"I have taken it taking into account the role and the type of the enemy or ally, I have been memorizing based on this data. I know I didn't get most of them right because it was complicated because some of them were similar and differed from the rest of the roles. The ones I have taken less into account have been those of speed since I have been focusing on those that stood out the most to memorize them more easily.","Speed,Direction,Status,Craft,Role","1,2,3,4,5"
158,integrated,operator,"Role,Direction,Craft,Status,Speed","1,2,4,3,0",verbal_report_textbox_phase3,I have followed the same way I have done before although now I had to get used to the speed as before it was guiding me if it was damaged or not and at this stage it was not displayed.,"Direction,Speed,Role,Status,Craft","1,3,4,4,5"
159,integrated,operator,"Direction,Status,Role,Craft,Speed","0,2,1,3,4",verbal_report_textbox_phase2,I made decisions by speed and damage to the ship.,"Direction,Craft,Role,Status,Speed","1,2,5,5,5"
159,integrated,operator,"Direction,Status,Role,Craft,Speed","0,2,1,3,4",verbal_report_textbox_phase3,I made decisions based on the direction it was going craft and the damage to the ship.,"Craft,Speed,Role,Status,Direction","1,1,3,5,5"
160,integrated,operator,"Status,Craft,Direction,Speed,Role","2,1,3,4,0",verbal_report_textbox_phase2,"I was looking at the health and speed, then the role of the craft. I didn't really take into consideration the direction it was going. I was also thinking in thr ctegory of plane/marine when it was on low health","Direction,Craft,Role,Status,Speed","1,3,4,5,5"
160,integrated,operator,"Status,Craft,Direction,Speed,Role","2,1,3,4,0",verbal_report_textbox_phase3,"There was a little bit more guessing wihout the role of the craft. But still health and speed were the most imortant for me, then type of craft and I didn pay no attention to the direction\n","Status,Speed,Craft,Role,Direction","1,1,3,5,5"
161,integrated,operator,"Direction,Craft,Status,Role,Speed","3,0,1,2,4",verbal_report_textbox_phase2,If submarine go slow then want to be undetected.\nIf airplane go slow then go for specific target.\nSo after some trials\nFor submarine if\n-speed is slow then hostle\n-role decoy then friendly\nFor airplane if\n- speed fast and decoy then friendly\n- role autonomous +speed slow then hostle,"Role,Speed,Craft,Status,Direction","1,2,3,4,5"
161,integrated,operator,"Direction,Craft,Status,Role,Speed","3,0,1,2,4",verbal_report_textbox_phase3,Submarine slow speed hostile\nAirplane fast speed friendly,"Speed,Craft,Status,Direction,Role","1,2,3,4,5"
162,integrated,operator,"Status,Direction,Craft,Role,Speed","0,3,4,2,1",verbal_report_textbox_phase2,"I looked first at the damage, if it was damaged it most likely a friendly vessel. Second the type autonomous or decoy to decide if it was dangerous. The speed could be misleading, as a slow vessel didn't always meant the it was friendly. However a fast speed represented more danger. The direction was hard to figure out, I don't think I noticed any difference. ","Status,Role,Speed,Craft,Direction","1,2,3,4,5"
162,integrated,operator,"Status,Direction,Craft,Role,Speed","0,3,4,2,1",verbal_report_textbox_phase3,"I look first at the type of craft and next to the speed and decoy/autonomate. It was really hard to do without the damage information. I mistrusted the automate more, specially if the speed was high.","Status,Role,Speed,Craft,Direction","1,2,3,4,5"
163,integrated,operator,"Direction,Speed,Status,Role,Craft","2,0,1,3,4",verbal_report_textbox_phase2,I had this pattern that was probably wrong as at first I didn't get exactly what am I supposed to do during teaching what is hostile and friendly. But basically Whether it was autonomous aircraft or decoy ship,"Craft,Role,Direction,Speed,Status","1,1,3,4,5"
163,integrated,operator,"Direction,Speed,Status,Role,Craft","2,0,1,3,4",verbal_report_textbox_phase3,The same pattern as in the previous question. I do not know if it's right or wrong I can't check if I am right or wrong so I will stick with it.,"Craft,Role,Speed,Status,Direction","1,1,3,5,5"
164,integrated,operator,"Speed,Craft,Role,Direction,Status","1,0,3,4,2",verbal_report_textbox_phase2,"I had the previous experience in which I got to know a little bit what the wrong and correct answers were, so to me if a damaged craft was going fast and specially decoy that would mean a hostile. If it was an autonomous going fast and damaged it would go to the base to get fixed at a reduced pace.","Craft,Direction,Role,Status,Speed","1,1,3,5,5"
164,integrated,operator,"Speed,Craft,Role,Direction,Status","1,0,3,4,2",verbal_report_textbox_phase3,"I tried to see if a craft was going fast that would meand it was hostile if it was going slow it was friend, didn't have much information to go on with. ","Craft,Role,Status,Direction,Speed","1,1,1,1,5"
165,separated,operator,"Craft,Status,Role,Direction,Speed","1,0,2,4,3",verbal_report_textbox_phase2,"i pressed \""""enter\"""" by mistake so i just did the first one\nI think beeing sumbmarine or a ariplane is the less important, beacuse the others are more value to determine if it was friendly or hostile",Craft,5
165,separated,operator,"Craft,Status,Role,Direction,Speed","1,0,2,4,3",verbal_report_textbox_phase3,"","Role,Status,Direction,Speed,Craft","1,2,3,4,5"
166,separated,operator,"Role,Craft,Status,Direction,Speed","3,2,4,0,1",verbal_report_textbox_phase2,By whether is was autonomous or a decoy. I literally had nothing else to go on. ,"Craft,Status,Speed,Direction,Role","1,1,1,1,5"
166,separated,operator,"Role,Craft,Status,Direction,Speed","3,2,4,0,1",verbal_report_textbox_phase3,I could only base it on the direction the craft was going. I have no definite information on what is actually hostile or not. ,"Direction,Craft,Role,Status,Speed","1,5,5,5,5"
167,separated,operator,"Direction,Speed,Role,Status,Craft","1,4,3,0,2",verbal_report_textbox_phase2,i look on the green and red line and whitvh side left or right ,"Craft,Speed,Direction,Status","1,2,4,5"
167,separated,operator,"Direction,Speed,Role,Status,Craft","1,4,3,0,2",verbal_report_textbox_phase3,red or green,"Role,Status","1,5"
168,separated,operator,"Direction,Status,Role,Craft,Speed","2,3,1,0,4",verbal_report_textbox_phase2,"I felt like more often if it was a decoy it was not a threat. And then moving to the left seemed better. Speed was next, faster ones seemed more threatening. Damagaed ones pose less threat. Both airplane and submarine are a threat but submarine is worse.","Role,Craft,Direction,Speed,Status","1,2,3,4,5"
168,separated,operator,"Direction,Status,Role,Craft,Speed","2,3,1,0,4",verbal_report_textbox_phase3,I did the same as before and relied on the decoy status and then ignored the missing details.,"Role,Direction,Craft,Speed,Status","1,2,3,4,5"
169,separated,operator,"Direction,Role,Status,Craft,Speed","1,4,0,2,3",verbal_report_textbox_phase2,"I pretty much guessed as I forgot what the symbols meant pretty quickly. I generally went by the speed, and fast meant enemy and slow meant friendly.","Direction,Craft,Role,Status,Speed","1,2,3,4,5"
169,separated,operator,"Direction,Role,Status,Craft,Speed","1,4,0,2,3",verbal_report_textbox_phase3,I judged it on autonomous or decoy,"Craft,Direction,Speed,Status,Role","1,2,3,4,5"
170,separated,operator,"Direction,Role,Speed,Status,Craft","0,3,2,4,1",verbal_report_textbox_phase2,i considered the direction it moved in and also the speed that it moved at.  those were the two main things i considered.,"Speed,Direction,Status,Craft,Role","1,2,3,4,5"
170,separated,operator,"Direction,Role,Speed,Status,Craft","0,3,2,4,1",verbal_report_textbox_phase3,i considered the speed and direction and then after i considered the damage of it and made a decision based on that.,"Speed,Direction,Status,Craft,Role","1,1,3,4,5"
171,separated,operator,"Speed,Role,Status,Craft,Direction","3,2,1,0,4",verbal_report_textbox_phase2,"I tried to look at all the features together, but I must admit that what caught my attention the most was whether it was damaged or not.","Craft,Direction,Role,Speed,Status","1,2,3,4,5"
171,separated,operator,"Speed,Role,Status,Craft,Direction","3,2,1,0,4",verbal_report_textbox_phase3,Same as in the previous report.,"Role,Speed,Direction,Craft,Status","1,1,2,3,5"
172,separated,operator,"Speed,Role,Direction,Craft,Status","0,4,2,1,3",verbal_report_textbox_phase2,The speed of its attack. Fast speed meant hostile ,"Speed,Craft,Role,Status,Direction","1,5,5,5,5"
172,separated,operator,"Speed,Role,Direction,Craft,Status","0,4,2,1,3",verbal_report_textbox_phase3,Based on speed of the craft,"Speed,Craft,Role,Status,Direction","1,5,5,5,5"
173,separated,operator,"Status,Craft,Direction,Speed,Role","1,0,3,4,2",verbal_report_textbox_phase2,how fast they was travelling to whether it was a decoy and damaged. then it didnt really matter which aircraft or sub or which way it was travelling ,"Speed,Status,Role,Craft,Direction","1,2,3,4,5"
173,separated,operator,"Status,Craft,Direction,Speed,Role","1,0,3,4,2",verbal_report_textbox_phase3,"","Speed,Status,Role,Direction,Craft","1,2,3,4,5"
174,separated,operator,"Role,Speed,Direction,Craft,Status","1,0,3,4,2",verbal_report_textbox_phase2,By calculating certain event.\nFor example the direction and the speed of the last one is damage or not.\n,"Status,Speed,Craft,Role,Direction","1,2,3,4,5"
174,separated,operator,"Role,Speed,Direction,Craft,Status","1,0,3,4,2",verbal_report_textbox_phase3,I merge the direction with the damage and thecraft itself :D\n,"Craft,Speed,Direction,Role,Status","1,2,3,4,5"
175,separated,operator,"Role,Direction,Craft,Status,Speed","0,4,1,3,2",verbal_report_textbox_phase2,Most important things for me were if craft was damaged/undamaged as most of the crafts who were friendly were undamaged.Then I checked speed and if it was decoy/autonome and made my decision.,"Status,Speed,Role,Craft,Direction","1,2,3,4,5"
175,separated,operator,"Role,Direction,Craft,Status,Speed","0,4,1,3,2",verbal_report_textbox_phase3,As i didnt see the information for damaged/undamged it was a bit harder. I made my decision mostly based on speed and if it was autonome or not.,"Role,Speed,Craft,Direction,Status","1,2,3,4,5"
176,separated,operator,"Speed,Direction,Role,Craft,Status","3,2,4,1,0",verbal_report_textbox_phase2,I judged whether that if it was moving slowly and a decoy and damaged it was probably hostile. However if it was a plane and moving slow and was not a decoy and undamaged it might also be hostile as it might be trying to shoot/ gather information. ,"Role,Status,Craft,Speed,Direction","1,2,3,4,5"
176,separated,operator,"Speed,Direction,Role,Craft,Status","3,2,4,1,0",verbal_report_textbox_phase3,"It was much harder without speed, I assumed that if the decoy was damaged it was hostile. However, assumed that most planes that were decoys were likely friendly and most boats that were decoys were likely to be hostile.","Status,Role,Speed,Craft,Direction","1,2,3,4,5"
177,separated,operator,"Direction,Status,Role,Speed,Craft","1,2,0,3,4",verbal_report_textbox_phase2,"I mainly focused on the direction. The damage status was a secondary factor but usually I just focused on the direction the craft was going, as that is what I did in the training session and I made it through the task that way.","Direction,Status,Speed,Role,Craft","1,2,3,4,5"
177,separated,operator,"Direction,Status,Role,Speed,Craft","1,2,0,3,4",verbal_report_textbox_phase3,I sometimes went with the speed (high speed being hostile) and other times went with the damage status (damaged being hostile). I don't have a great reason for this decision.,"Speed,Status,Craft,Role,Direction","1,2,3,4,5"
178,separated,operator,"Craft,Status,Direction,Role,Speed","1,4,3,0,2",verbal_report_textbox_phase2,"I looked more to the damage and the speed, since those would be the features I would think would represent more the danger, and afterwards to if it was autonomous or not. Whether is an airplane or a submarine, i don't think that says much about the danger, as it doesn't the direction (in my pov).","Craft,Direction,Role,Speed,Status","1,2,3,4,5"
178,separated,operator,"Craft,Status,Direction,Role,Speed","1,4,3,0,2",verbal_report_textbox_phase3,I used the same criteria as in the first attempt.,"Craft,Direction,Role,Speed,Status","1,2,3,4,5"
179,separated,operator,"Speed,Direction,Role,Status,Craft","1,0,2,3,4",verbal_report_textbox_phase2,"I mainly based it on the speed and whether it was damaged or undamaged. If it was undamaged and going fast then i would say it was hostile, whereas if it was slow and damaged, i would say that it was friendly. ","Status,Speed,Direction,Craft,Role","1,2,3,4,5"
179,separated,operator,"Speed,Direction,Role,Status,Craft","1,0,2,3,4",verbal_report_textbox_phase3,"I determined this by first looking at the speed and whether it was damaged or undamaged, and then seeing if it was autonomous or decoy. If it was a fast undamaged decoy, i would say that it was hostile. If it was slow damaged autonomous, it would be friendly. ","Status,Speed,Role,Craft,Direction","1,2,3,4,5"
180,separated,operator,"Speed,Craft,Status,Role,Direction","4,1,0,2,3",verbal_report_textbox_phase2,"If I'm not mistaken, if the craft is fast, autonomous, and submarine it is always hostile. If the craft is fast and autonomous it is hostile. If the craft is decoy I always identified it as friendly, (if it was slow and undamaged makes the possibility of it being friendly higher)","Role,Craft,Speed,Status,Direction","1,2,3,4,5"
180,separated,operator,"Speed,Craft,Status,Role,Direction","4,1,0,2,3",verbal_report_textbox_phase3,"Without knowing whether the craft is decoy or autonomous, I made an assumption that all submarines are hostile and airplanes hostile/friendly depending on other factors. All undamaged airplanes are friendly, while all damaged airplanes are hostile. High speed makes the craft more hostile, while slow speed makes the craft more friendly","Role,Craft,Speed,Status,Direction","1,2,3,4,5"
181,separated,operator,"Direction,Role,Speed,Status,Craft","2,0,1,4,3",verbal_report_textbox_phase2,"I firstly analyzed to see if it was a decoy or an autonomous craft, evaluating right after if it was damaged and if it was going fast or slow, so i could make a scenario in my head where i could picture my self defending from or attacking with them.\nThe direction doesn't really matter for the scenario, it's just convenience for alternating attacks and defenses in my head","Direction,Status,Craft,Speed,Role","1,2,3,4,5"
181,separated,operator,"Direction,Role,Speed,Status,Craft","2,0,1,4,3",verbal_report_textbox_phase3,"As i've said before, the direction was not important, so my train of thought was exactly the same as before","Direction,Speed,Status,Craft,Role","1,2,3,4,5"
182,separated,operator,"Craft,Role,Speed,Status,Direction","2,0,1,3,4",verbal_report_textbox_phase2,"Firstly I watch if the craft was damaged. If it was and it was moving fast, i would consider it as friend. If it was a submarine and was moving slow i would consider it as hostile. If it was a airplane, not damaged, moving slow i would consider it friendly. ","Status,Craft,Speed,Role,Direction","1,2,3,4,5"
182,separated,operator,"Craft,Role,Speed,Status,Direction","2,0,1,3,4",verbal_report_textbox_phase3,"Firstly i would watch if the aircraft was damaged or not. If it was damaged and moving slow, i would consider it as a enemy, if it was damaged but going fast, i would consider it friendly. ","Speed,Status,Role,Direction,Craft","1,2,3,4,5"
183,separated,operator,"Direction,Role,Speed,Status,Craft","4,2,1,0,3",verbal_report_textbox_phase2,"First, I tried to look at all features in relation to one another.\nSometimes it was right and some times it was wrong.\nThen, I wanted to focus on one feature only like speed and type. It didn't work either.\nAt last, I focused on direction only. For many times it was correct. I concluded that it's direction that determines friendly or hostile. ","Craft,Role,Status,Speed,Direction","2,2,2,3,5"
183,separated,operator,"Direction,Role,Speed,Status,Craft","4,2,1,0,3",verbal_report_textbox_phase3,I tried to put friendly for the undamaged and hostile for the damaged.,"Craft,Role,Speed,Status","2,2,3,5"
184,separated,operator,"Status,Craft,Role,Direction,Speed","4,2,3,0,1",verbal_report_textbox_phase2,"I considered whether it was a ship or a submarine. If the object was damaged, it could be concluded that it was damaged when attempting to wade through the battlefield, meaning it may or may not be the enemy. If he was moving faster, it could mean he is attacking.","Craft,Direction,Status,Role,Speed","1,2,3,4,4"
184,separated,operator,"Status,Craft,Role,Direction,Speed","4,2,3,0,1",verbal_report_textbox_phase3,"if the submarine was damaged and was moving at high speed, it meant that it could attack us and it was damaged when trying to get to our territory. If the plane moves at a lower speed and is intact, it may mean that it is friendly to us and is flying into enemy territory.","Role,Direction,Status,Craft,Speed","1,2,3,4,4"
185,separated,operator,"Role,Status,Speed,Craft,Direction","4,2,3,1,0",verbal_report_textbox_phase2,It was kinda tricky. At first I always looked at two categories at the same time and tried to find a pattern but after I could not make out any particular pattern I changed up my tactic and just looked at the picture as a whole and tried to make a decision by instinct. At the end of Part 1 I seemed to have figured it out a bit as I went on a streak there. My instincts told me that if a submarine went fast that it was hostile and that if a damaged plane went fast it was hostile as well. That did not seem to be correct though as I believe I got a few of those wrong. Also I could not figure out what the direction of the vehicle changed at all in terms of hostility. Lastly my brain told me that a damaged plane/submarine should move slower than a vehicle in ideal condition but that seemingly also was not the case all the time.,"Speed,Craft,Role,Status,Direction","1,2,3,4,5"
185,separated,operator,"Role,Status,Speed,Craft,Direction","4,2,3,1,0",verbal_report_textbox_phase3,"Sadly one of my personal most important indicators was hidden which made the task a lot harder - at least it felt harder. Now I tried to look at direction, damage and whether the vehicle was autonomous or a decoy as my indicators. I had the feeling that an autonomous vehicle should not be damaged, especially not a plane. But to be honest, I pretty much always went with my gut feeling since the main indicator I always looked at in the previous part of the exercise was not shown anymore.","Role,Status,Direction,Craft,Speed","1,2,3,4,5"
186,separated,operator,"Craft,Role,Speed,Status,Direction","1,3,4,0,2",verbal_report_textbox_phase2,"I think if a plane was undamaged, it was friendly, no matter which direction it went.\nFor submarines, i believe most of them were unfriendly, expect for the ones that were damaged, travelling with 20 speed, and were autonomus.","Craft,Speed,Status,Role,Direction","1,2,3,4,5"
186,separated,operator,"Craft,Role,Speed,Status,Direction","1,3,4,0,2",verbal_report_textbox_phase3,"I think i got confused during the second phase.\nIt seems as though the type of the craft is not important. \nIf it's undamaged, it's friendly.\nIf it's damaged it's hostile, except for one situation where the speed is 20 and type is autonomus, which makes it friendly.","Status,Speed,Role,Direction,Craft","1,2,3,4,5"
187,separated,operator,"Direction,Status,Speed,Role,Craft","4,3,0,1,2",verbal_report_textbox_phase2,"If it was slow and atonomous -> Hostile\nIf it was fast and decoy -> Hostile\nIf it was fast, damaged and autonomous -> Friendly\nRest was a mix of those","Speed,Role,Status,Craft,Direction","1,2,3,4,5"
187,separated,operator,"Direction,Status,Speed,Role,Craft","4,3,0,1,2",verbal_report_textbox_phase3,The same way as last  time,"Role,Speed,Craft,Direction,Status","1,2,3,4,5"
188,separated,operator,"Direction,Status,Craft,Role,Speed","4,2,3,0,1",verbal_report_textbox_phase2,"To be honest, I had to just go by guy feeling.\n\nThe ones I felt suggested hostile were:\n\nMoving right\nDamaged\nMoving fast\nDecoy.\n\nIf I saw 3-4 of those it felt like it was a decoy and I would follow my gut.\n\nFor ship type, I didn't build up enough familiarity to find a pattern in the practice phase.\n\nI found it very difficult.","Role,Speed,Direction,Status,Craft","1,2,3,4,5"
188,separated,operator,"Direction,Status,Craft,Role,Speed","4,2,3,0,1",verbal_report_textbox_phase3,Using the same rules as last time.\n\nThe 'probability' was changed and thus so was my confidence in each trial.\n\nIf I had two of:\nRight\nFast\nDecoy\n\nThat was enough for me to feel 50/50 on saying hostile. \n\nEverything else I had to say friendly.,"Role,Speed,Direction,Status,Craft","1,2,3,4,5"
189,separated,operator,"Role,Direction,Speed,Craft,Status","2,1,3,4,0",verbal_report_textbox_phase2,I was checking the speed and damage status of the craft. If the craft was moving slow and was damaged it was not hostile. If it was damaged and mooving fast it was hostile.If the craft was not damaged and moving slow it was not hostile. If it was moving fast and it was aoutonomus it was suspicious.,"Direction,Status,Speed,Craft,Role","1,2,3,4,5"
189,separated,operator,"Role,Direction,Speed,Craft,Status","2,1,3,4,0",verbal_report_textbox_phase3,It was a lot harder not having the information about speed of thr craft. I first looked if the craft is damaged and then if its a plane or a submarine and if its autonomuse or decoy.If it was damaged and autonomuse it was hostile. If it was undamaged and decoy it was hostile. IF it was damaged and moving right it was hostile.I was much moore uncertain about my decisions.,"Status,Craft,Role,Direction,Speed","1,2,3,4,5"
190,separated,operator,"Direction,Status,Role,Craft,Speed","0,3,1,4,2",verbal_report_textbox_phase2,"If the craft was a decoy and damaged it would most likely be hostile, even though there were to many and unknown variables.","Status,Role,Speed,Craft,Direction","1,2,3,4,5"
190,separated,operator,"Direction,Status,Role,Craft,Speed","0,3,1,4,2",verbal_report_textbox_phase3,"Based on if it was autonomous damaged or in good condition, but normally had low certainity","Role,Status,Craft,Direction,Speed","1,2,3,4,5"
191,separated,operator,"Role,Craft,Direction,Speed,Status","0,3,2,4,1",verbal_report_textbox_phase2,"Most of the time, aircrafts were more likely to be hostile and submarine were more likely to be friendly. Beyond that, being decoy usually resulted in more friendly outcomes than hostile ones, especially when applied to submarines.","Direction,Status,Speed,Craft,Role","2,3,3,4,5"
191,separated,operator,"Role,Craft,Direction,Speed,Status","0,3,2,4,1",verbal_report_textbox_phase3,"Not having access to the decoy/autonomous information, I mostly relied on the type of craft (whether aircraft or submarine). As for aircraft, speed was also useful because I remember them being friendly when at 20 speed and being a decoy.","Role,Direction,Status,Speed,Craft","1,2,3,4,5"
192,separated,operator,"Role,Direction,Craft,Speed,Status","3,1,0,4,2",verbal_report_textbox_phase2,I would just look at the damaged/undamaged part and I would choose based on trial by error after that.,"Status,Direction,Role,Craft,Speed","1,2,3,4,5"
192,separated,operator,"Role,Direction,Craft,Speed,Status","3,1,0,4,2",verbal_report_textbox_phase3,I would see if it was a plane a submarine and go on from there.,"Direction,Speed,Craft,Role,Status","1,2,3,4,5"
193,separated,operator,"Craft,Direction,Speed,Role,Status","2,4,0,3,1",verbal_report_textbox_phase2,"The main thing I was looking at was the speed.If it was 60 I went for friendly, but if the speed was 20 I decided to go for hostile.","Speed,Craft,Status,Direction,Role","1,3,3,3,4"
193,separated,operator,"Craft,Direction,Speed,Role,Status","2,4,0,3,1",verbal_report_textbox_phase3,"Well since the only thing that was different from previous stage, I decided to keep my strategy, and the main thing I was looking at was speed.","Speed,Role,Direction,Status,Craft","1,3,3,4,5"
194,separated,operator,"Speed,Direction,Role,Craft,Status","1,3,2,4,0",verbal_report_textbox_phase2,"I remembered a few combinations of 3 cues (direction, colour, speed) for friendly & hostile, the rest that I couldn't really remember I went with instinct/guessing","Direction,Status,Speed,Role,Craft","1,2,3,4,5"
194,separated,operator,"Speed,Direction,Role,Craft,Status","1,3,2,4,0",verbal_report_textbox_phase3,"I could only remember one of the direction and colour combinations for each classification, and guessed the rest. I found it harder to remember the combinations the longer it went on. ","Status,Direction,Role,Craft,Speed","1,2,3,4,5"
195,separated,operator,"Craft,Status,Role,Speed,Direction","0,3,1,4,2",verbal_report_textbox_phase2,having in mind all the details i think that the most important things are the  function/job and if the ship or plane status are good or not,"Role,Status,Direction,Speed,Craft","1,2,3,4,5"
195,separated,operator,"Craft,Status,Role,Speed,Direction","0,3,1,4,2",verbal_report_textbox_phase3,the same as the last one,"Role,Status,Direction,Speed,Craft","1,2,3,4,5"
196,separated,operator,"Speed,Role,Status,Direction,Craft","0,4,1,2,3",verbal_report_textbox_phase2,I was really trying to remember the signs and their meanings and trying to read thru a craft mostly arrows helped me. ,"Direction,Role,Speed,Status,Craft","2,3,3,4,5"
196,separated,operator,"Speed,Role,Status,Direction,Craft","0,4,1,2,3",verbal_report_textbox_phase3,I was trying to read through the signs that were left. MOstly from submarine/ aero,"Role,Status,Direction,Speed,Craft","2,3,3,4,5"
197,separated,operator,"Direction,Status,Speed,Craft,Role","4,2,1,0,3",verbal_report_textbox_phase2,Mainly I realized fast ones where hostile always,"Direction,Status,Craft,Role,Speed","1,2,3,4,5"
197,separated,operator,"Direction,Status,Speed,Craft,Role","4,2,1,0,3",verbal_report_textbox_phase3,Decoys are hostile in this round,"Speed,Direction,Status,Craft,Role","1,2,3,4,5"
198,separated,operator,"Direction,Craft,Speed,Role,Status","4,3,0,1,2",verbal_report_textbox_phase2,"Mostly about autonomous or a decoy. Few times I turned it over, when it was slow and damaged.","Role,Speed,Status,Craft,Direction","1,2,3,4,5"
198,separated,operator,"Direction,Craft,Speed,Role,Status","4,3,0,1,2",verbal_report_textbox_phase3,"I kinda changed my \""""key\"""". I determined, that it is about two fighting fronts, where left one was an ally for some reason, and right was the opponent.\nThen, it was simply about right or left and damaged or undamaged. Doesn't matter if it was a plane or submarine, healthy ones turning right were allies, same as turning left damaged ones.","Direction,Status,Craft,Speed,Role","1,2,3,4,5"
199,separated,operator,"Status,Craft,Direction,Role,Speed","4,2,1,0,3",verbal_report_textbox_phase2,"Submarines more likely to be hostile. If it was high speed and had other contributing factors, e.g. damaged. ","Craft,Speed,Status,Role,Direction","1,2,3,4,5"
199,separated,operator,"Status,Craft,Direction,Role,Speed","4,2,1,0,3",verbal_report_textbox_phase3,"Guess based on the type of craft, submarines more likely to be hostile, especially if travelling fast. If it was fast damaged aircraft then guess its hostile. Didn't pay attention to direction of travel.","Craft,Speed,Status,Direction,Role","1,2,3,4,5"
